사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-01,수인선,343,야목,0,0,100,0,154,168,368,314,411,266,233,141,228,147,255,178,309,206,299,175,235,159,283,161,332,267,386,304,482,443,168,287,116,173,86,316,67,151,29,57,1,7,0,0,0,0,0,0
2021-01,수인선,344,사리,0,0,1962,71,6149,787,13732,1351,10651,2551,5749,1538,4212,1554,3907,1612,4193,2405,4624,2736,3961,2549,3712,3678,3583,5030,3533,5446,3369,13318,1899,9345,1514,5926,1641,7188,1008,3642,309,1920,10,222,0,0,0,0,0,0
2021-01,수인선,345,달월,0,0,2,5,14,124,66,110,156,332,62,61,61,90,44,51,46,67,78,103,97,66,98,73,174,62,669,67,392,103,70,42,29,34,20,27,22,29,10,10,1,1,0,0,0,0,0,0
2021-01,수인선,346,월곶,1,0,1100,357,3285,1216,7816,1759,6224,2506,3316,2210,2455,1725,2574,2166,2847,2510,3112,2496,2976,2542,2669,2937,3035,3385,3273,4966,3508,7333,2205,4699,1953,3318,2048,3899,1111,2265,456,958,0,74,0,0,0,0,0,0
2021-01,수인선,347,소래포구,3,1,1983,297,5122,1551,11871,2836,9788,5829,4559,4292,3837,4013,4724,6890,5949,9880,7395,9037,9318,8717,10693,7581,10196,7000,8338,7568,7142,11602,4252,7837,3793,5206,3903,6281,1699,3196,632,1672,6,230,0,0,0,0,0,0
2021-01,수인선,348,인천논현,0,0,1660,518,5159,3679,11858,7343,11037,11766,5587,7284,5152,5616,5894,5715,6185,6124,6446,7196,6547,6933,7276,7362,7384,7822,9936,10515,11506,15268,6959,9307,6840,6256,7205,6676,2237,3274,882,1677,1,274,0,0,0,0,0,0
2021-01,수인선,349,호구포,2,0,1151,656,2818,4562,5107,16989,6122,17644,3634,3522,2852,2022,3353,2310,3584,2550,3537,2711,3708,3038,3886,3031,4675,3470,11762,4641,14054,6375,4806,5281,5958,3685,4045,3437,1028,1817,406,950,0,132,0,0,0,0,0,0
2021-01,수인선,350,남동인더스파크,0,0,429,667,842,3275,1039,15842,1598,20474,1293,3425,1337,1601,1708,1314,1501,1543,1702,1282,2243,1600,2744,1177,3190,1083,11722,1309,13068,1496,4349,2041,3854,1279,1998,849,488,346,169,164,0,22,0,0,0,0,0,0
2021-01,수인선,351,원인재,13,7,2403,584,5625,1663,11640,3796,11950,6258,6480,3438,4814,3207,4814,3794,5229,4694,5421,4860,5214,5053,5302,6155,5288,6993,5932,8901,6533,13618,3502,9482,3696,6596,3884,8010,1336,3710,621,1954,9,200,0,0,0,0,0,0
2021-01,수인선,352,연수,3,0,1939,719,5175,1829,11697,2977,9854,8216,4716,4619,4148,3654,4453,3465,4982,4608,5490,4879,5382,5172,5225,5298,5636,6385,6520,9087,7478,12333,4302,7857,4316,5507,4881,5958,1642,3049,943,1584,16,328,0,0,0,0,0,0
2021-01,수인선,353,송도,1,0,1474,214,3315,870,7041,1452,7180,2530,3172,1836,2629,1962,2633,1973,3665,2505,3606,2426,3314,2782,3320,3071,3186,3734,3239,4993,3101,6982,1729,5054,1302,3074,1207,3846,572,1899,194,803,0,196,0,0,0,0,0,0
2021-01,수인선,354,인하대,19,0,2487,315,7763,2095,18199,2871,13619,7643,6144,5178,5006,3630,5174,3654,5752,5042,5885,5101,5761,5427,6197,6409,7801,7119,8635,11156,8111,18692,4486,9604,4242,7338,4216,8154,1817,3754,836,1744,4,376,0,0,0,0,0,0
2021-01,수인선,355,숭의,14,0,2575,544,4830,2653,10564,6329,8376,8900,4538,3711,4016,3281,4244,2811,4761,3505,4349,3908,4341,3811,4693,3889,5322,4839,7413,5983,7590,9424,3070,5437,1930,4075,1856,5042,1192,2165,519,1019,6,227,0,0,0,0,0,0
2021-01,수인선,356,신포,4,2,935,214,1097,671,2355,2391,2091,5465,1279,2323,1095,1935,1335,1939,1812,2201,1965,2281,2084,2171,2496,2319,2861,2355,3710,2214,5418,3527,2063,1537,1776,1136,1662,1283,503,784,174,286,4,44,0,0,0,0,0,0
2021-01,수인선,357,인천,40,4,472,109,790,898,1712,1984,1355,3285,938,1181,945,1176,1057,1895,1247,2344,1551,2671,1567,2867,1705,3603,2380,2850,2711,2455,1783,3162,967,2324,734,1805,664,1747,244,1082,56,373,1,97,0,0,0,0,0,0
2021-01,경강선,238,판교,15,1,559,13,1423,5337,3487,9206,2677,21509,1647,14835,1422,6162,2078,4872,2258,3537,2752,3505,3473,3228,5707,3170,5864,3091,11454,4082,18060,3786,12672,2903,11918,1336,7804,1400,1977,648,466,311,4,125,0,0,0,0,0,0
2021-01,경강선,239,이매,8,1,516,21,1292,572,3288,1375,2633,1953,1177,1363,978,662,870,696,1001,687,894,815,944,857,1081,870,1201,1072,1590,1463,1783,2203,1019,1908,854,917,1149,1013,342,445,125,132,13,39,0,0,0,0,0,0
2021-01,경강선,240,삼동,0,0,813,112,3090,666,9596,2129,11315,2417,5217,1219,3128,1003,2213,1198,1942,1202,2095,1498,1747,1711,1555,2209,1673,3285,2455,4774,2456,7784,1039,7754,823,4604,843,4889,375,2064,76,539,3,16,0,0,0,0,0,0
2021-01,경강선,241,경기광주,0,0,2061,269,10449,1829,28437,4109,27367,6918,13597,3601,8823,2890,7631,3568,7401,4130,6929,5185,5767,5188,5459,6711,5955,8792,7163,13545,6766,25894,3306,22693,2412,14713,2179,13837,821,5367,225,2131,0,11,0,0,0,0,0,0
2021-01,경강선,242,초월,5,1,989,106,4128,876,10510,3292,10930,4784,5879,1715,3455,1320,3087,1497,3050,1624,2959,1962,2352,2059,2472,2948,2941,3556,4069,4483,4426,10171,1901,7650,1301,6829,1023,5123,467,3447,126,1492,0,0,0,0,0,0,0,0
2021-01,경강선,243,곤지암,1,0,523,102,1290,1145,5101,4252,4659,4647,3270,1969,2051,1451,2287,1429,2189,1761,2145,1779,2262,1766,2256,1981,2535,2374,4958,3052,5147,4095,1892,4643,1178,2368,784,3066,264,1528,122,688,0,0,0,0,0,0,0,0
2021-01,경강선,244,신둔도예촌,0,0,447,100,1409,305,3542,1479,2742,2492,1511,1016,1279,598,1183,775,1305,997,1247,880,1029,845,1049,1148,1340,1385,2931,1712,2227,2456,835,3045,678,1571,421,1677,139,957,40,474,0,0,0,0,0,0,0,0
2021-01,경강선,245,이천,4,0,453,11,1830,873,4850,3956,4556,5538,3224,3330,3032,2054,2886,2772,2807,2762,3063,3027,2882,2974,3161,3213,3657,3188,3971,3942,5946,5495,2841,4850,2285,3889,2100,2412,686,2484,210,561,0,124,0,0,0,0,0,0
2021-01,경강선,246,부발,0,0,532,29,1301,1036,3204,3665,3060,4381,2222,1723,1871,1268,2037,1308,2172,1442,1877,1550,2038,1402,2433,1721,2755,1972,4696,2674,4860,2976,2091,3861,1757,2826,1207,2549,499,2220,213,1068,0,404,0,0,0,0,0,0
2021-01,경강선,247,세종대왕릉,0,0,138,0,358,23,599,379,532,446,414,230,360,203,327,321,349,313,347,217,344,365,410,355,393,463,543,450,468,379,130,656,78,265,54,291,22,135,3,130,0,18,0,0,0,0,0,0
2021-01,경강선,248,여주,25,0,656,2,1860,215,3522,1529,3358,1897,2296,1786,2309,1497,2536,1766,2413,2334,2378,2184,2535,2242,2623,2286,2889,2939,2637,2810,2266,3054,1873,4353,1268,2958,873,1520,290,1802,67,987,0,215,0,0,0,0,0,0
2021-01,5호선,385,방화,0,0,4021,3,8597,3061,21871,3355,20598,9595,10795,6102,7550,4346,7344,4448,8249,5686,7849,6502,7533,6582,7660,7689,7992,8388,7697,10444,8496,17840,3625,18065,2747,10549,2679,11144,1244,5893,388,2242,1,284,0,0,0,0,0,0
2021-01,5호선,386,개화산,3,0,3266,301,5556,2604,15899,4168,14748,9249,7467,4532,5320,3613,5282,3810,5748,4658,6087,4847,5733,5426,5708,6053,5816,6360,6872,7562,8665,12585,3845,12652,2704,7369,2253,8110,1263,4348,261,1707,1,221,0,0,0,0,0,0
2021-01,5호선,387,김포공항,1,0,319,1383,1328,5239,3809,11090,5256,13589,4901,10281,4243,8867,6575,9662,6999,10866,8770,12150,12053,12090,12718,11742,12366,11949,16263,11170,20923,10808,14039,7151,13359,3315,11498,1986,5470,730,648,284,2,36,0,0,0,0,0,0
2021-01,5호선,388,송정,26,0,2870,858,6490,3268,16403,5960,17238,10111,10597,6011,8101,4922,7423,5510,7645,6532,7886,6579,7556,7319,7473,8580,8098,8999,10075,10491,10905,16073,5670,13268,4526,8427,4456,9529,1947,4806,614,2056,2,161,0,0,0,0,0,0
2021-01,5호선,389,마곡,0,0,1834,1035,5452,4268,16665,9532,17073,35481,8937,23509,7314,9862,7205,7400,7327,7755,8371,8823,9501,8102,11112,8382,13587,8882,20339,10253,31778,15834,13672,13884,8833,7535,7832,8275,3343,4454,1060,1812,4,161,0,0,0,0,0,0
2021-01,5호선,390,발산,3,0,2350,2011,6947,11268,20300,24299,21589,80139,13267,43244,12049,20168,14439,17243,16561,17800,17487,20250,20242,19849,23314,18541,28768,19378,42841,22583,63870,31554,30250,23095,24987,11276,28947,12732,7406,5660,1760,2249,1,246,0,0,0,0,0,0
2021-01,5호선,391,우장산,4,0,5083,762,15626,3578,43391,6973,45337,15090,22020,10422,15120,9462,15729,10500,16798,11924,16595,14267,15406,15331,15364,17091,15047,19524,15689,24298,14085,44863,7741,36942,6672,20134,6447,23078,2563,11093,529,4629,0,138,0,0,0,0,0,0
2021-01,5호선,392,화곡,55,0,17224,1192,32765,7342,90888,11603,119334,22625,56122,18545,33438,14485,29018,15847,29776,18207,29494,21424,26280,23626,25348,29656,26386,37823,27662,54057,27330,98711,16236,80269,13464,46957,12625,50439,5415,25389,1534,10701,2,437,0,0,0,0,0,0
2021-01,5호선,393,까치산,98,0,19803,1238,34292,7336,96440,8096,127355,17201,62259,14269,34882,14436,29919,17037,31534,20625,31357,23826,27460,26627,25508,35569,25617,42138,24885,57299,24092,105442,14675,87994,13323,54425,12427,59772,6076,28528,2073,11963,1,510,0,0,0,0,0,0
2021-01,5호선,394,신정(은행정),42,1,9942,549,17961,3146,53314,4821,67346,11025,29696,7078,15464,5620,12831,6368,13071,7551,12845,8582,11065,10130,9879,13182,10430,15737,11763,22632,12251,40885,5953,33043,4820,19964,4644,24367,2170,11358,721,4789,3,55,0,0,0,0,0,0
2021-01,5호선,395,목동,6,0,6083,989,16311,4948,47624,10154,58237,24888,26847,18283,17494,12846,16403,12444,16810,14505,17172,16491,17181,17094,17441,19542,17983,24505,21467,35104,23604,65959,12809,50071,12903,27407,15155,29502,4824,14855,1282,5311,2,71,0,0,0,0,0,0
2021-01,5호선,396,오목교(목동운동장앞),0,0,3530,1288,11313,7246,38209,21601,45325,64003,22473,50449,16134,26308,17124,24247,21077,24676,22426,26556,23418,26201,26372,25770,30774,28967,39177,38201,60979,59994,31978,40500,38861,20155,32922,23346,8291,9624,1848,4185,0,16,0,0,0,0,0,0
2021-01,5호선,397,양평,0,0,1348,639,5040,3117,18214,7646,21452,34366,8648,13713,5374,5269,5378,4394,5820,4815,6414,5179,6166,5100,6355,5904,7109,6555,13663,9719,28589,18693,9093,14440,5300,7719,4917,10177,2194,4034,658,1772,1,21,0,0,0,0,0,0
2021-01,5호선,398,영등포구청,1,0,769,355,1646,1873,5588,4457,8417,18932,3882,8544,2863,4172,3323,3121,3364,3225,3780,3626,3858,3575,4496,3760,5160,3779,7779,4671,15765,8187,6098,5028,3512,3029,3722,3777,1371,1329,486,725,0,1,0,0,0,0,0,0
2021-01,5호선,399,영등포시장,2,0,2035,734,4809,4382,15123,11608,23274,31593,10552,17742,7010,10871,8053,10393,9028,9786,9814,11586,10354,10987,12321,10373,14296,10202,19109,13066,28969,22203,12629,14343,9583,9152,8646,10963,3199,4406,929,1994,0,10,0,0,0,0,0,0
2021-01,5호선,400,신길,79,0,1139,410,2807,1572,10696,3844,15892,12560,6385,6351,2989,2229,2852,2414,2960,2703,3113,3253,2835,2941,2966,3264,3747,4083,5864,7700,10863,14742,4260,9625,2750,6620,3011,9408,1518,3428,627,1533,0,19,0,0,0,0,0,0
2021-01,5호선,401,여의도,1,0,1638,2119,3152,18512,7289,118241,11245,179937,8741,64639,8262,20698,11936,17403,11693,16162,14693,17724,17924,15044,24217,13243,33113,13192,101252,16367,143432,19663,55841,10189,41642,6129,43810,7257,8687,2582,1955,1134,0,701,0,0,0,0,0,0
2021-01,5호선,402,여의나루,4,0,855,1115,1766,16017,3712,30577,5891,46185,3494,12314,2706,4244,3172,3522,3777,3880,4320,4847,5068,5055,7498,4590,16250,5097,28214,5855,36770,6787,14668,4918,10287,3168,9496,3854,3537,1374,1012,545,1,157,0,0,0,0,0,0
2021-01,5호선,403,마포,3,0,2033,1241,6169,7887,19546,20868,27209,61081,13348,31631,9867,13847,10392,12007,11385,11232,13121,11644,13024,10984,14267,11902,18218,13558,28477,19045,52244,31572,20332,20034,17527,10948,19654,12553,4683,5358,1319,2420,1,312,0,0,0,0,0,0
2021-01,5호선,404,공덕,10,2,1407,793,4515,5147,16325,25153,23258,69730,11173,36757,8111,13555,9486,10589,10870,10662,11853,11556,11936,10703,13446,11179,16512,12474,29629,18452,59732,32631,23195,17546,18618,9303,20199,11580,4846,4167,1287,2365,2,146,0,0,0,0,0,0
2021-01,5호선,405,애오개,2,0,1603,514,3823,2701,13943,6991,19257,23627,9214,10330,6418,5586,6617,4874,6471,5272,6805,6014,6738,6302,7362,6591,7986,7292,10654,10060,19510,17827,6898,12010,4880,7241,4644,9367,1714,3446,506,1879,2,554,0,0,0,0,0,0
2021-01,5호선,406,충정로(경기대입구),25,0,806,192,1835,1322,5324,8009,7617,27723,3827,13218,3132,3424,3206,2509,3455,2677,3754,3066,3949,2919,4081,3026,4631,3329,10529,4534,24315,7348,7316,5573,4662,3843,4314,4849,1503,1905,290,934,0,60,0,0,0,0,0,0
2021-01,5호선,407,서대문,12,0,2260,1127,4608,11845,12929,53285,18259,131667,12891,34159,11343,15654,13070,12102,13285,11637,12659,15212,15404,12549,18869,11179,23436,10684,47107,13841,92901,18837,29572,11912,23700,7679,22349,9265,6805,3835,1584,1983,1,117,0,0,0,0,0,0
2021-01,5호선,408,광화문(세종문화회관),2,0,749,599,2545,17851,7316,63329,10760,211010,9531,89542,9371,31554,13463,28140,15682,24650,21055,27511,25360,24128,33502,20841,43086,19356,77321,20752,171554,23547,66825,11837,49720,5252,48493,5429,12001,2162,2716,990,0,48,0,0,0,0,0,0
2021-01,5호선,409,종로3가,8,0,540,332,1278,4013,2115,11058,2706,30988,2775,24395,4161,18214,6708,17422,8663,17157,11011,18416,13027,17120,15536,15288,19979,14082,28441,13056,41888,12443,22522,5643,24041,2295,20153,2441,4601,1241,1274,653,1,57,0,0,0,0,0,0
2021-01,5호선,410,을지로4가,2,0,289,273,445,4624,829,13030,1334,36197,1595,17263,2200,9260,3166,7070,4020,6219,4933,6291,6429,5790,7759,4765,9591,3588,18019,2880,30878,2522,13861,1216,7886,672,6650,990,1859,323,530,180,0,12,0,0,0,0,0,0
2021-01,5호선,411,동대문역사문화공원(DDP),0,0,153,188,474,1769,757,7784,1331,26548,921,10314,847,3081,1290,2233,1378,2038,1504,2280,2159,2226,2559,1916,3138,1770,8662,1746,18551,1928,7771,1093,4109,783,3759,1016,1730,430,473,272,1,9,0,0,0,0,0,0
2021-01,5호선,412,청구,1,0,1108,259,2379,1306,5198,3033,8311,12610,5295,6024,3697,3559,3554,3082,4231,3148,4553,3315,4508,3644,4244,3923,5166,4266,6891,5737,11640,8852,6959,6133,4291,4166,3670,5085,1594,2359,583,1080,0,51,0,0,0,0,0,0
2021-01,5호선,413,신금호,1,0,2316,240,5368,2103,16135,4949,23223,9592,11581,5486,7148,4566,6198,4639,7074,5475,6918,5741,6174,6066,6360,7391,7071,8837,7468,12490,7852,21525,5316,15310,4128,9391,3669,11081,1531,4494,529,2237,4,150,0,0,0,0,0,0
2021-01,5호선,414,행당,8,1,3216,649,9034,2207,24356,3948,35497,7619,16879,5167,9944,4451,8732,4725,8915,6260,9042,6752,7944,6604,7986,8437,7114,10353,7918,15269,7929,28053,4698,19863,4309,11850,4335,14068,1677,5708,456,2275,1,106,0,0,0,0,0,0
2021-01,5호선,415,왕십리(성동구청),4,0,1363,262,1927,2084,4496,4040,7344,15609,3960,6599,3282,4964,3747,4830,4630,5734,4856,6224,5155,6138,5980,6469,6373,6777,8550,8394,12867,12018,7451,6996,7428,3667,7486,4301,2320,2057,836,1125,10,509,0,0,0,0,0,0
2021-01,5호선,416,마장,1,0,2016,616,4404,2825,12413,5320,17510,12660,8625,6608,6070,4746,6035,4961,6421,5474,6534,5631,6587,5633,6671,6427,7151,6546,8278,9046,10808,14073,5630,10077,4090,6496,3940,7806,1412,3584,600,1498,5,197,0,0,0,0,0,0
2021-01,5호선,417,답십리,10,0,7052,760,14128,5843,44457,11676,63326,29277,28601,14326,16206,10179,13809,10085,15137,11940,15285,12430,14283,13175,14961,15439,16360,17872,20748,26860,27841,49538,13648,36463,9839,20619,9134,24591,4483,11245,1131,4785,4,403,0,0,0,0,0,0
2021-01,5호선,418,장한평,8,1,5327,826,14244,8471,40636,18036,57978,58271,28504,26571,16350,14569,14418,12986,16268,13590,16976,14241,16623,14854,17760,16701,20907,20657,30464,27933,47923,52350,22218,38772,13938,21443,13341,24329,5120,10963,1528,4089,11,461,0,1,0,0,0,0
2021-01,5호선,419,군자(능동),50,0,5795,778,8958,4140,26553,6006,39732,19484,17273,13356,10612,8474,9766,8658,10561,9595,10995,10985,10319,11303,10375,13865,11416,16043,14956,24133,19178,42132,11494,29261,10611,16580,11403,19639,4121,9510,1318,4140,1,1579,0,0,0,0,0,0
2021-01,5호선,420,아차산(어린이대공원후문),0,0,7057,1059,13392,4571,33892,7570,50728,16771,25318,14110,15574,15161,14442,14233,16318,15149,17835,15723,18102,16165,17816,17930,18485,20057,19228,27458,19398,45544,11259,34881,9149,20599,9305,21963,3599,10779,1066,4420,0,281,0,0,0,0,0,0
2021-01,5호선,421,광나루(장신대),2,0,4265,1281,13111,6101,30706,10846,37148,22495,21316,13446,13521,12978,12876,11027,13576,11171,14210,12118,14468,11856,15574,12082,17006,13852,18010,18970,23823,31853,10793,23037,7680,15806,9018,17591,4014,7756,888,3408,3,73,0,0,0,0,0,0
2021-01,5호선,422,천호(풍납토성),21,0,5364,1161,9474,10641,21256,15330,27676,29279,17057,29047,15291,19486,17928,20206,20888,22162,22102,23947,24060,24309,27964,25537,30866,28080,36171,34371,41789,45600,30519,31857,33969,16991,26633,19163,6804,9198,2150,3817,2,381,0,0,0,0,0,0
2021-01,5호선,423,강동,46,1,9346,1084,17558,9675,46144,23590,59210,42993,31683,23989,20282,15035,18951,13386,20032,15292,19940,16739,19638,16523,20033,18943,21232,21507,33859,29416,40581,45993,18864,40279,14010,24382,13161,27988,6009,14900,1770,6843,5,796,0,0,0,0,0,0
2021-01,5호선,424,길동,3,0,3971,415,7292,2741,17473,5549,23350,15689,11231,9903,8678,7741,8637,7749,9706,7968,9683,9211,9190,9854,9821,10985,10333,13222,12162,15308,14794,23112,7498,18549,6317,10937,5570,11043,2283,5480,563,1956,6,409,0,0,0,0,0,0
2021-01,5호선,425,굽은다리(강동구민회관앞),2,0,5491,429,11099,2072,28780,4812,32164,11557,17186,7071,11369,6332,9990,6849,10872,6794,10770,8427,9829,9066,9340,10964,10250,13372,10881,16645,12044,29895,6334,24514,6620,13780,4893,17324,1886,7674,442,3526,7,644,0,0,0,0,0,0
2021-01,5호선,426,명일,0,0,3776,528,10078,2361,29359,4333,27477,8110,13458,6684,9983,5273,9107,5994,9877,6943,9256,7973,8995,8322,8329,10320,8937,12376,8695,15931,9138,30459,5155,26541,4513,12391,4527,15129,1600,7215,440,2779,3,481,0,0,0,0,0,0
2021-01,5호선,427,고덕,4,0,2808,1306,9670,4505,25340,7746,22112,14961,10976,9028,8766,7037,9237,7022,10392,8214,9706,9692,10148,9350,11187,9697,12179,10676,14570,13910,12520,21055,6465,23881,5903,10800,6465,12104,2562,6508,675,2175,35,472,0,0,0,0,0,0
2021-01,5호선,428,상일동,10,0,7276,763,26142,4295,73887,10212,56293,17920,26762,8565,18704,6801,16085,7971,16631,10344,16488,11559,14637,12260,13884,14724,15782,18435,16830,26990,17032,48234,8213,53556,6344,28839,5217,26667,2471,19048,679,5469,21,983,0,0,0,0,0,0
2021-01,5호선,429,둔촌동,3,0,3274,972,7196,6105,19135,8438,23304,18132,11635,9170,8206,7135,8441,6927,9206,8340,9021,9073,9639,9123,10051,10300,12264,12363,15095,15772,17998,23605,8950,17147,7156,9881,6543,10308,1940,5461,571,2236,0,0,0,0,0,0,0,0
2021-01,5호선,430,올림픽공원(한국체대),0,0,656,638,4474,3283,9071,4053,9375,7632,5209,4389,4121,3110,4258,3092,4548,3696,4866,4420,4726,4129,5708,4057,7062,4444,8013,4873,7781,7499,3721,6880,2212,3880,2260,4290,989,2334,166,1011,0,1,0,0,0,0,0,0
2021-01,5호선,431,방이,0,0,2003,778,6094,3400,15104,6657,14292,21087,8313,11368,6315,6122,6206,6213,7102,7141,7398,8163,7248,7214,8361,8041,9135,10156,11394,11719,17572,17060,8738,13282,8037,7896,10919,7635,2857,4447,526,1779,0,4,0,0,0,0,0,0
2021-01,5호선,432,오금,2,0,941,331,2324,2073,6870,5500,6875,16545,4108,5862,3246,2992,3385,2454,4056,2522,3903,2964,3682,2999,4287,3116,4990,3593,7777,4577,12643,6658,4030,5399,3130,3244,2967,4159,1387,2332,321,981,0,120,0,0,0,0,0,0
2021-01,5호선,433,개롱,0,0,3044,879,6326,2729,18934,5561,17930,12941,9269,7394,6937,4485,6598,4549,7077,5115,7392,6249,6728,6135,6597,7616,7288,9171,8865,11565,11032,17512,5062,17193,4021,8898,4037,10742,1416,5578,326,2118,1,533,0,0,0,0,0,0
2021-01,5호선,434,거여,3,0,4044,389,9143,6534,25706,6012,24884,13330,12343,7068,8236,5069,7701,5044,8238,5657,8364,6446,7366,6955,7407,8233,10398,10106,12093,12750,11737,20381,5015,20854,3965,9963,3646,12261,1722,6100,347,2523,2,678,0,0,0,0,0,0
2021-01,5호선,435,마천,8,0,5423,250,8048,3152,20314,3660,20039,9202,9862,5225,6929,4951,6177,4691,7066,5560,7087,5510,6401,5717,6332,7603,7166,8479,7084,11040,7266,17199,3202,15792,2694,9332,2095,10493,852,5675,166,2381,1,562,0,0,0,0,0,0
2021-01,5호선,436,미사,7,0,4806,34,18052,6144,54925,7100,49521,14567,23172,11390,14726,7757,12797,7828,13525,7577,12684,9696,11313,10295,12079,11859,15106,16468,16500,22228,17009,49390,8867,48150,8879,29706,9858,25975,4340,18225,1079,5775,20,939,0,0,0,0,0,0
2021-01,5호선,437,하남풍산,4,0,1735,6,5944,1456,19355,3961,13788,10596,6619,7034,4450,5293,4239,4432,4158,4474,4308,4019,4092,4945,4696,4658,6009,6728,7580,7750,10644,13842,4433,14576,4270,7621,4380,7495,1196,4285,236,1688,0,334,0,0,0,0,0,0
2021-01,6호선,438,응암,0,0,8871,962,20368,4115,56901,6590,71571,14075,34719,9765,21058,10152,18660,11238,19751,13618,19981,15007,17958,17261,17124,21216,17335,25299,16659,35062,16443,63946,10007,54021,8900,32681,7731,33992,3756,17217,965,6517,0,384,0,0,0,0,0,0
2021-01,6호선,439,역촌,0,0,1553,166,4372,1715,12428,2399,13677,7362,7074,3402,4197,2776,3833,3139,4165,3386,4630,4130,4301,3939,3704,4709,4067,6143,4012,8060,4432,13931,2190,12486,1814,6457,1644,7408,849,4350,160,1979,0,1,0,0,0,0,0,0
2021-01,6호선,440,불광,33,0,1064,265,2757,1993,7894,2438,9972,5553,4928,6215,4169,4151,4663,4743,5256,4364,5763,5266,6428,5726,7354,6187,7885,6060,7665,7676,7327,12153,4265,9104,4358,4760,3419,5416,929,3000,221,1380,0,10,0,0,0,0,0,0
2021-01,6호선,441,독바위,0,0,1447,208,3901,727,10725,1084,11039,2069,5305,2376,3239,2967,3028,2230,3370,2647,3296,2483,3253,2731,3021,3194,2884,4019,2452,5317,1915,10072,1139,9696,802,5345,768,5692,536,3430,133,1592,1,113,0,0,0,0,0,0
2021-01,6호선,442,연신내,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01,6호선,443,구산,4,1,3946,155,8523,1810,22026,3333,28046,5951,13436,4107,8887,3703,8219,4868,8611,5002,8234,5676,7558,6091,7273,7568,7386,9138,7501,10547,6677,16893,4000,16681,3286,8635,3643,9183,1474,5062,379,1705,2,225,0,0,0,0,0,0
2021-01,6호선,444,새절(신사),0,0,7286,540,16020,3648,43343,4939,51688,10781,25480,7030,15168,6825,13065,7222,13121,9269,13724,10553,12339,11429,11857,14695,12471,16855,12358,23325,11602,41612,7189,35758,5175,21758,5008,23601,2364,12034,676,4529,1,861,0,0,0,0,0,0
2021-01,6호선,445,증산(명지대앞),2,0,6088,496,12217,3242,31125,4337,39598,8356,20693,5737,13063,5745,11204,6393,11358,7630,11453,8765,10635,10078,10132,12696,9978,15282,10390,19921,10112,36233,5804,29660,4604,16898,4045,19877,2314,11067,708,4166,0,495,0,0,0,0,0,0
2021-01,6호선,446,디지털미디어시티,106,2,4492,2201,10103,10007,32549,21906,37594,59614,19918,23242,11089,10419,9820,8137,9969,9065,10405,10143,10240,9956,11142,11265,15149,13610,25155,19566,41788,34973,17646,27845,9530,16217,8634,17588,3688,9068,1149,3506,13,518,1,0,0,0,0,0
2021-01,6호선,447,월드컵경기장(성산),0,0,850,778,1925,1964,5935,3069,8373,7283,4575,6004,3849,5198,4524,6578,5081,6773,5733,8659,7851,9473,10351,7916,10959,6662,8922,6377,8715,9504,5029,7226,5445,4222,2533,3515,863,1763,207,727,0,44,0,0,0,0,0,0
2021-01,6호선,448,마포구청,8,4,5452,1360,10196,6104,29619,12280,41972,29187,25177,13994,15490,9812,13941,8776,14189,11053,14996,11805,13942,12364,14759,14170,15504,15705,19292,19744,30362,35415,13814,27300,10046,17741,10674,18906,5009,10458,1727,4320,0,32,0,0,0,0,0,0
2021-01,6호선,449,망원,1,0,4086,630,7876,3762,19814,6735,30741,26145,18701,24788,13067,15071,12693,16000,15143,19084,16744,21429,17747,22140,18475,24046,20496,24289,23422,28163,30868,37740,19276,27496,17082,14180,17584,16769,6013,7586,2495,4402,0,0,0,0,0,0,0,0
2021-01,6호선,450,합정,9,0,2547,967,4188,5205,9370,12777,15944,34777,10937,21522,8244,12224,8760,13120,11014,13722,12656,15400,14326,14347,16139,15215,18351,17003,22980,20652,37989,26616,23492,17102,24176,8773,27940,10929,7330,4438,2485,2862,1,31,0,0,0,0,0,0
